console,console_common_name,game_title,category_1,category_2,multiplayer,core_name,console_dir,game_file,m3u,category_1_mgl,category_2_mgl,multiplayer_mgl,top_console_mgl,console_mgl,hash,download_url
NeoGeo-CD,Neo Geo CD,Pulstar,,,,NeoGeo,NeoGeo-CD,"Pulstar (Japan) (En,Ja)/Pulstar (Japan) (En,Ja).chd","Pulstar (Japan) (En,Ja)/Pulstar (Japan) (En,Ja).m3u",,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Pulstar.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Pulstar.mgl,5443ce940bbf85f1b00ee41ad30077f3f153591e,
NeoGeo-CD,Neo Geo CD,Ragnagard,,,,NeoGeo,NeoGeo-CD,"Ragnagard (Japan) (En,Ja,Es)/Ragnagard (Japan) (En,Ja,Es).chd","Ragnagard (Japan) (En,Ja,Es)/Ragnagard (Japan) (En,Ja,Es).m3u",,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Ragnagard.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Ragnagard.mgl,3b69e7b9ff3df27828dd36f4fa76c0465a97d295,
NeoGeo-CD,Neo Geo CD,Rally Chase,,,,NeoGeo,NeoGeo-CD,"Rally Chase (Japan) (En,Ja)/Rally Chase (Japan) (En,Ja).chd","Rally Chase (Japan) (En,Ja)/Rally Chase (Japan) (En,Ja).m3u",,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Rally Chase.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Rally Chase.mgl,1cb6ab2b8ea874bb136d3f77049c2a920c9dea76,
NeoGeo-CD,Neo Geo CD,Real Bout Fatal Fury Special,,,,NeoGeo,NeoGeo-CD,"Real Bout Fatal Fury Special (World) (En,Ja,Es,Pt)/Real Bout Fatal Fury Special (World) (En,Ja,Es,Pt).chd","Real Bout Fatal Fury Special (World) (En,Ja,Es,Pt)/Real Bout Fatal Fury Special (World) (En,Ja,Es,Pt).m3u",,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Real Bout Fatal Fury Special.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Real Bout Fatal Fury Special.mgl,53ef8b80b01b2194c5985cba3becf0aa9618a9bb,
NeoGeo-CD,Neo Geo CD,Real Bout Fatal Fury,,,,NeoGeo,NeoGeo-CD,"Real Bout Fatal Fury (World) (En,Ja,Es,Pt)/Real Bout Fatal Fury (World) (En,Ja,Es,Pt).chd","Real Bout Fatal Fury (World) (En,Ja,Es,Pt)/Real Bout Fatal Fury (World) (En,Ja,Es,Pt).m3u",,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Real Bout Fatal Fury.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Real Bout Fatal Fury.mgl,34df51434592950745d9d9f4a8916b9d3635f16e,
NeoGeo-CD,Neo Geo CD,Riding Hero,,,,NeoGeo,NeoGeo-CD,"Riding Hero (Japan) (En,Ja)/Riding Hero (Japan) (En,Ja).chd","Riding Hero (Japan) (En,Ja)/Riding Hero (Japan) (En,Ja).m3u",,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Riding Hero.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Riding Hero.mgl,4b98b397aaf0fe40451ccc0cfe1bf1c103098c94,
NeoGeo-CD,Neo Geo CD,Samurai Shodown,Fighting,,False,NeoGeo,NeoGeo-CD,"Samurai Shodown (Japan) (En,Ja)/Samurai Shodown (Japan) (En,Ja).chd","Samurai Shodown (Japan) (En,Ja)/Samurai Shodown (Japan) (En,Ja).m3u",_Waian's Picks/_Top Games by Category/_Fighting/Samurai Shodown (Neo Geo CD).mgl,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Samurai Shodown.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Samurai Shodown.mgl,bc0f84cdf977b77c99b7ab70ee9e42aaec07dbf9,
NeoGeo-CD,Neo Geo CD,Savage Reign,,,,NeoGeo,NeoGeo-CD,"Savage Reign (Export) (En,Ja,Es,Pt) (Rev 1)/Savage Reign (Export) (En,Ja,Es,Pt) (Rev 1).chd","Savage Reign (Export) (En,Ja,Es,Pt) (Rev 1)/Savage Reign (Export) (En,Ja,Es,Pt) (Rev 1).m3u",,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Savage Reign.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Savage Reign.mgl,10c8bce84f3c532e04e0f79f37f9ec0db23fbe1d,
NeoGeo-CD,Neo Geo CD,Sengoku 2,,,,NeoGeo,NeoGeo-CD,"Sengoku 2 (Japan) (En,Ja)/Sengoku 2 (Japan) (En,Ja).chd","Sengoku 2 (Japan) (En,Ja)/Sengoku 2 (Japan) (En,Ja).m3u",,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Sengoku 2.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Sengoku 2.mgl,5150df327cb6b6d16e825053a5e97a8edb8bdf87,
NeoGeo-CD,Neo Geo CD,Soccer Brawl,,,,NeoGeo,NeoGeo-CD,Soccer Brawl (World)/Soccer Brawl (World).chd,Soccer Brawl (World)/Soccer Brawl (World).m3u,,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Soccer Brawl.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Soccer Brawl.mgl,6480a22b4ae59a7bfa29afaea26304e981726a84,
NeoGeo-CD,Neo Geo CD,Super Sidekicks - Tokuten-ou,,,,NeoGeo,NeoGeo-CD,"Super Sidekicks - Tokuten-ou (Japan) (En,Ja)/Super Sidekicks - Tokuten-ou (Japan) (En,Ja).chd","Super Sidekicks - Tokuten-ou (Japan) (En,Ja)/Super Sidekicks - Tokuten-ou (Japan) (En,Ja).m3u",,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Super Sidekicks - Tokuten-ou.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Super Sidekicks - Tokuten-ou.mgl,f73aa3967b1b4d11d2af040707383958603d0328,
NeoGeo-CD,Neo Geo CD,"Super Spy, The",,,,NeoGeo,NeoGeo-CD,"Super Spy, The (Japan) (En,Ja)/Super Spy, The (Japan) (En,Ja).chd","Super Spy, The (Japan) (En,Ja)/Super Spy, The (Japan) (En,Ja).m3u",,,,"_Waian's Picks/_Top Games by Console/_Neo Geo CD/Super Spy, The.mgl","_Waian's Picks/_All Games by Console/_Neo Geo CD/Super Spy, The.mgl",5c296b04541a220514b60b28fd5ad5ac0499e9c4,
NeoGeo-CD,Neo Geo CD,The Last Blade,,,,NeoGeo,NeoGeo-CD,"The Last Blade (Japan) (En,Ja,Es,Pt)/The Last Blade (Japan) (En,Ja,Es,Pt).chd","The Last Blade (Japan) (En,Ja,Es,Pt)/The Last Blade (Japan) (En,Ja,Es,Pt).m3u",,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/The Last Blade.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/The Last Blade.mgl,5d3581f6787145d0cc0735de40c9eff80577df87,
NeoGeo-CD,Neo Geo CD,Top Hunter - Roddy & Cathy,,,,NeoGeo,NeoGeo-CD,"Top Hunter - Roddy & Cathy (Japan) (En,Ja)/Top Hunter - Roddy & Cathy (Japan) (En,Ja).chd","Top Hunter - Roddy & Cathy (Japan) (En,Ja)/Top Hunter - Roddy & Cathy (Japan) (En,Ja).m3u",,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Top Hunter - Roddy & Cathy.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Top Hunter - Roddy & Cathy.mgl,c09b91fa3e21f9907946e8b00afa5924ce10f745,
NeoGeo-CD,Neo Geo CD,Top Player's Golf,,,,NeoGeo,NeoGeo-CD,"Top Player's Golf (Japan) (En,Ja)/Top Player's Golf (Japan) (En,Ja).chd","Top Player's Golf (Japan) (En,Ja)/Top Player's Golf (Japan) (En,Ja).m3u",,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Top Player's Golf.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Top Player's Golf.mgl,fff691504966f0333de96d06b22bfa2d656cc3ef,
NeoGeo-CD,Neo Geo CD,Twinkle Star Sprites,,,,NeoGeo,NeoGeo-CD,"Twinkle Star Sprites (Japan) (En,Ja)/Twinkle Star Sprites (Japan) (En,Ja).chd","Twinkle Star Sprites (Japan) (En,Ja)/Twinkle Star Sprites (Japan) (En,Ja).m3u",,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/Twinkle Star Sprites.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/Twinkle Star Sprites.mgl,6d71908b49baedfc41830a81a8e9448a53e59934,
NeoGeo-CD,Neo Geo CD,World Heroes 2,,,,NeoGeo,NeoGeo-CD,"World Heroes 2 (Japan) (En,Ja)/World Heroes 2 (Japan) (En,Ja).chd","World Heroes 2 (Japan) (En,Ja)/World Heroes 2 (Japan) (En,Ja).m3u",,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/World Heroes 2.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/World Heroes 2.mgl,91b6a49e35a02bcbba9ed3c0d817b1c94a3242aa,
NeoGeo-CD,Neo Geo CD,World Heroes 2 Jet,,,,NeoGeo,NeoGeo-CD,"World Heroes 2 Jet (Japan) (En,Ja)/World Heroes 2 Jet (Japan) (En,Ja).chd","World Heroes 2 Jet (Japan) (En,Ja)/World Heroes 2 Jet (Japan) (En,Ja).m3u",,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/World Heroes 2 Jet.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/World Heroes 2 Jet.mgl,15925d2163c54df63ebdd107c6bfd4c4a52db290,
NeoGeo-CD,Neo Geo CD,World Heroes,,,,NeoGeo,NeoGeo-CD,"World Heroes (Japan) (En,Ja)/World Heroes (Japan) (En,Ja).chd","World Heroes (Japan) (En,Ja)/World Heroes (Japan) (En,Ja).m3u",,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/World Heroes.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/World Heroes.mgl,822fbd08e6abc7c4c685be164c27d273e19f2297,
NeoGeo-CD,Neo Geo CD,World Heroes Perfect,,,,NeoGeo,NeoGeo-CD,"World Heroes Perfect (Export) (En,Ja) (Rev 1)/World Heroes Perfect (Export) (En,Ja) (Rev 1).chd","World Heroes Perfect (Export) (En,Ja) (Rev 1)/World Heroes Perfect (Export) (En,Ja) (Rev 1).m3u",,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/World Heroes Perfect.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/World Heroes Perfect.mgl,369d5f66fd9b897138ebd7159bc8ef920606658d,
NeoGeo-CD,Neo Geo CD,ZinTricK,,,,NeoGeo,NeoGeo-CD,"ZinTricK (Japan) (En,Ja)/ZinTricK (Japan) (En,Ja).chd","ZinTricK (Japan) (En,Ja)/ZinTricK (Japan) (En,Ja).m3u",,,,_Waian's Picks/_Top Games by Console/_Neo Geo CD/ZinTricK.mgl,_Waian's Picks/_All Games by Console/_Neo Geo CD/ZinTricK.mgl,01cb2056c065509f32c0b2116801880291cc62cc,
NES,NES,1942,,,,NES,NES,1942 (JU).nes,,,,,_Waian's Picks/_Top Games by Console/_NES/1942.mgl,_Waian's Picks/_All Games by Console/_NES/1942.mgl,dfb068f72e9eb44e8dbdb181c235da6ccf6fb4bc,
NES,NES,1943 - The Battle of Midway,,,,NES,NES,1943 - The Battle of Midway (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/1943 - The Battle of Midway.mgl,_Waian's Picks/_All Games by Console/_NES/1943 - The Battle of Midway.mgl,443d235fbdd0e0b3adb1dcf18c6caa7eceec8bee,
NES,NES,3-D Battles of World Runner The,,,,NES,NES,3-D Battles of World Runner The (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/3-D Battles of World Runner The.mgl,_Waian's Picks/_All Games by Console/_NES/3-D Battles of World Runner The.mgl,75b6cc94a952875c936dabfbb6157f9a11c5ac49,
NES,NES,8 Eyes,,,,NES,NES,8 Eyes (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/8 Eyes.mgl,_Waian's Picks/_All Games by Console/_NES/8 Eyes.mgl,fddc581f9837c47628fcfba01f258f3318af9641,
NES,NES,Abadox - The Deadly Inner War,,,,NES,NES,Abadox - The Deadly Inner War (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Abadox - The Deadly Inner War.mgl,_Waian's Picks/_All Games by Console/_NES/Abadox - The Deadly Inner War.mgl,e20d3f4fefa0ad7de198f957563f70b11410af52,
NES,NES,Adventures of Lolo 2,,,,NES,NES,Adventures of Lolo 2 (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Adventures of Lolo 2.mgl,_Waian's Picks/_All Games by Console/_NES/Adventures of Lolo 2.mgl,47d217722bc2375163ebb4b0821dd6eb3acb38ff,
NES,NES,Adventures of Lolo 3,,,,NES,NES,Adventures of Lolo 3 (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Adventures of Lolo 3.mgl,_Waian's Picks/_All Games by Console/_NES/Adventures of Lolo 3.mgl,fd8551f8b02323d31dcc38dcd69545725d6c0538,
NES,NES,Adventures of Rad Gravity The,,,,NES,NES,Adventures of Rad Gravity The (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Adventures of Rad Gravity The.mgl,_Waian's Picks/_All Games by Console/_NES/Adventures of Rad Gravity The.mgl,946c7124a2d4774522c2664c75103ef960bc54b9,
NES,NES,Air Fortress,,,,NES,NES,Air Fortress (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Air Fortress.mgl,_Waian's Picks/_All Games by Console/_NES/Air Fortress.mgl,1b72fc01e717b2f498960dc52bf31d2f0f2feeb3,
NES,NES,Alpha Mission,,,,NES,NES,Alpha Mission (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Alpha Mission.mgl,_Waian's Picks/_All Games by Console/_NES/Alpha Mission.mgl,a58f8aa49e7292035ad22a82b67cfe57ebff6c56,
NES,NES,Arch Rivals - A Basketbrawl,,,,NES,NES,Arch Rivals - A Basketbrawl  (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Arch Rivals - A Basketbrawl.mgl,_Waian's Picks/_All Games by Console/_NES/Arch Rivals - A Basketbrawl.mgl,5b530e973604a7db8bdd87df5e9ff5de377b6931,
NES,NES,Arkanoid,,,,NES,NES,Arkanoid (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Arkanoid.mgl,_Waian's Picks/_All Games by Console/_NES/Arkanoid.mgl,b2b30c4f30dd853c215c17b0c67cfe63d61a3062,
NES,NES,Arkista s Ring,,,,NES,NES,Arkista s Ring (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Arkista s Ring.mgl,_Waian's Picks/_All Games by Console/_NES/Arkista s Ring.mgl,940d3dac5144e2a6399bad3bbe260d93270af10e,
NES,NES,Bandit Kings of Ancient China,,,,NES,NES,Bandit Kings of Ancient China (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Bandit Kings of Ancient China.mgl,_Waian's Picks/_All Games by Console/_NES/Bandit Kings of Ancient China.mgl,6d8b8927ab2e7119c5c0f266f650b0273b2dda63,
NES,NES,Base Wars,,,,NES,NES,Base Wars (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Base Wars.mgl,_Waian's Picks/_All Games by Console/_NES/Base Wars.mgl,e1bb4e681cab4a86586ad8c94a811694496d47c8,
NES,NES,Batman - Return of the Joker,,,,NES,NES,Batman - Return of the Joker (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Batman - Return of the Joker.mgl,_Waian's Picks/_All Games by Console/_NES/Batman - Return of the Joker.mgl,668a395cf7215f677b6df6c4c8c93e1bb439dc25,
NES,NES,Battle of Olympus The,,,,NES,NES,Battle of Olympus The (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Battle of Olympus The.mgl,_Waian's Picks/_All Games by Console/_NES/Battle of Olympus The.mgl,dc1ed05f850070ccd73dc1d0f52cda0277a0ef05,
NES,NES,Black Bass USA The,,,,NES,NES,Black Bass USA The (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Black Bass USA The.mgl,_Waian's Picks/_All Games by Console/_NES/Black Bass USA The.mgl,652071746ebb937028b2fe6760d7d469fed463d6,
NES,NES,Blades of Steel,,,,NES,NES,Blades of Steel (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Blades of Steel.mgl,_Waian's Picks/_All Games by Console/_NES/Blades of Steel.mgl,1aa1e36483d766ece1e8a72409bf12397ff262d6,
NES,NES,Bomberman II,,,,NES,NES,Bomberman II (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Bomberman II.mgl,_Waian's Picks/_All Games by Console/_NES/Bomberman II.mgl,dbbf5f7293e2d14eb8c3ba8abc7e1d2f967f9c2b,
NES,NES,Boy and His Blob A - Trouble on Blobolonia,,,,NES,NES,Boy and His Blob A - Trouble on Blobolonia (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Boy and His Blob A - Trouble on Blobolonia.mgl,_Waian's Picks/_All Games by Console/_NES/Boy and His Blob A - Trouble on Blobolonia.mgl,74e43903d7b7a8d6b17e53f2774a4b2d26a2ea9a,
NES,NES,Bucky O Hare,,,,NES,NES,Bucky O Hare (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Bucky O Hare.mgl,_Waian's Picks/_All Games by Console/_NES/Bucky O Hare.mgl,1ac57d0e2924edb3b3c1ad96b29f32a2d48663e7,
NES,NES,Burai Fighter,,,,NES,NES,Burai Fighter (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Burai Fighter.mgl,_Waian's Picks/_All Games by Console/_NES/Burai Fighter.mgl,85d9e0a9b8d66ddf8e05bc70cd5d75465efcdc60,
NES,NES,City Connection,,,,NES,NES,City Connection (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/City Connection.mgl,_Waian's Picks/_All Games by Console/_NES/City Connection.mgl,c35245e1ba2355f29f75379dff75e69dec9091a1,
NES,NES,Cobra Triangle,,,,NES,NES,Cobra Triangle (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Cobra Triangle.mgl,_Waian's Picks/_All Games by Console/_NES/Cobra Triangle.mgl,36636860236c9b83bd6fc92085eba010d1c514da,
NES,NES,Code Name - Viper,,,,NES,NES,Code Name - Viper (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Code Name - Viper.mgl,_Waian's Picks/_All Games by Console/_NES/Code Name - Viper.mgl,3f7428865ea2e95632e32e8c3638207fed12bb52,
NES,NES,Conquest of the Crystal Palace,,,,NES,NES,Conquest of the Crystal Palace (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Conquest of the Crystal Palace.mgl,_Waian's Picks/_All Games by Console/_NES/Conquest of the Crystal Palace.mgl,9369adbb9bdc25861877285773d14c747e48c500,
NES,NES,Contra Force,,,,NES,NES,Contra Force (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Contra Force.mgl,_Waian's Picks/_All Games by Console/_NES/Contra Force.mgl,9fa1ee5fcacada43cfda91773c7298c722b7d990,
NES,NES,Crash n the Boys - Street Challenge,,,,NES,NES,Crash  n the Boys - Street Challenge (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Crash n the Boys - Street Challenge.mgl,_Waian's Picks/_All Games by Console/_NES/Crash n the Boys - Street Challenge.mgl,077be75bcc66f2323dbb23b2fb7834a6efa097ea,
NES,NES,Danny Sullivan s Indy Heat,,,,NES,NES,Danny Sullivan s Indy Heat (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Danny Sullivan s Indy Heat.mgl,_Waian's Picks/_All Games by Console/_NES/Danny Sullivan s Indy Heat.mgl,45404aeac39e5855034c43554ca252de17131bbe,
NES,NES,Darkwing Duck,,,,NES,NES,Darkwing Duck (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Darkwing Duck.mgl,_Waian's Picks/_All Games by Console/_NES/Darkwing Duck.mgl,7188d8ce3d8d2a0dcd7b10fbc23a6f84fa9c4161,
NES,NES,Defenders of Dynatron City,,,,NES,NES,Defenders of Dynatron City (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Defenders of Dynatron City.mgl,_Waian's Picks/_All Games by Console/_NES/Defenders of Dynatron City.mgl,5a979137158b458ce08a08e0996dea518ea18028,
NES,NES,Deja Vu,,,,NES,NES,Deja Vu (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Deja Vu.mgl,_Waian's Picks/_All Games by Console/_NES/Deja Vu.mgl,a7497b99d0dafa0816b652d0fdfba7a50421677d,
NES,NES,Destiny of an Emperor,,,,NES,NES,Destiny of an Emperor (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Destiny of an Emperor.mgl,_Waian's Picks/_All Games by Console/_NES/Destiny of an Emperor.mgl,1d0c4eb62e959ab172cca34cafdf88796fcf4c5b,
NES,NES,Devil World,,,,NES,NES,Devil World (E) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Devil World.mgl,_Waian's Picks/_All Games by Console/_NES/Devil World.mgl,0ac20dda00a02749453753263fdd8de37a3023c7,
NES,NES,Dragon Fighter,,,,NES,NES,Dragon Fighter (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Dragon Fighter.mgl,_Waian's Picks/_All Games by Console/_NES/Dragon Fighter.mgl,e0a0363a899ad7de696756b83036f8439fe35c4b,
NES,NES,Dragon Spirit - The New Legend,,,,NES,NES,Dragon Spirit - The New Legend (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Dragon Spirit - The New Legend.mgl,_Waian's Picks/_All Games by Console/_NES/Dragon Spirit - The New Legend.mgl,01b206f8cba9669fc6166a62b78c1522475d863a,
NES,NES,Dragon Warrior III,,,,NES,NES,Dragon Warrior III (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Dragon Warrior III.mgl,_Waian's Picks/_All Games by Console/_NES/Dragon Warrior III.mgl,a867549bad1cba4cd6f6dd51743e78596b982bd8,
NES,NES,Dragon Warrior II,,,,NES,NES,Dragon Warrior II (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Dragon Warrior II.mgl,_Waian's Picks/_All Games by Console/_NES/Dragon Warrior II.mgl,f464c7045a489a248686e92164fde2903cfd013e,
NES,NES,Dragon Warrior IV,,,,NES,NES,Dragon Warrior IV (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Dragon Warrior IV.mgl,_Waian's Picks/_All Games by Console/_NES/Dragon Warrior IV.mgl,f4759104bd0241ce3c038209446aeda79f170fdd,
NES,NES,Felix the Cat,,,,NES,NES,Felix the Cat (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Felix the Cat.mgl,_Waian's Picks/_All Games by Console/_NES/Felix the Cat.mgl,d98426b4955ae9ec4feaedb2538aab35b8209c06,
NES,NES,Fire n Ice,,,,NES,NES,Fire  n Ice (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Fire n Ice.mgl,_Waian's Picks/_All Games by Console/_NES/Fire n Ice.mgl,9ae1a706fbdcf73d11ca734dc698cd8166d028fe,
NES,NES,Flintstones The - The Rescue of Dino & Hoppy,,,,NES,NES,Flintstones The - The Rescue of Dino & Hoppy (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Flintstones The - The Rescue of Dino & Hoppy.mgl,_Waian's Picks/_All Games by Console/_NES/Flintstones The - The Rescue of Dino & Hoppy.mgl,549de66388ff02e33a40bf7ef83e207f98a50888,
NES,NES,Flintstones The - The Surprise at Dinosaur Peak,,,,NES,NES,Flintstones The - The Surprise at Dinosaur Peak  (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Flintstones The - The Surprise at Dinosaur Peak.mgl,_Waian's Picks/_All Games by Console/_NES/Flintstones The - The Surprise at Dinosaur Peak.mgl,5a6ae3e6897414758a8791783f3a482e5a2dd0fb,
NES,NES,Flying Dragon - The Secret Scroll,,,,NES,NES,Flying Dragon - The Secret Scroll (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Flying Dragon - The Secret Scroll.mgl,_Waian's Picks/_All Games by Console/_NES/Flying Dragon - The Secret Scroll.mgl,3193682d39be24e7e1f51d44911867c66a8f452b,
NES,NES,Flying Warriors,,,,NES,NES,Flying Warriors (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Flying Warriors.mgl,_Waian's Picks/_All Games by Console/_NES/Flying Warriors.mgl,eaaa2339661fa6c00a547df1d2bde13be1e8fe59,
NES,NES,Friday the 13th,,,,NES,NES,Friday the 13th (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Friday the 13th.mgl,_Waian's Picks/_All Games by Console/_NES/Friday the 13th.mgl,f7897f46a4dcfef1e484d80b10f0810f986f9e25,
NES,NES,Gauntlet,,,,NES,NES,Gauntlet (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Gauntlet.mgl,_Waian's Picks/_All Games by Console/_NES/Gauntlet.mgl,71f0afcf093a5f11f88996b40ed4312b0fa8c7d4,
NES,NES,Genghis Khan,,,,NES,NES,Genghis Khan (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Genghis Khan.mgl,_Waian's Picks/_All Games by Console/_NES/Genghis Khan.mgl,98b39b610933d0d82a6ccbcb962a28ba7dc71a85,
NES,NES,Ghosts N Goblins,,,,NES,NES,Ghosts  N Goblins (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Ghosts N Goblins.mgl,_Waian's Picks/_All Games by Console/_NES/Ghosts N Goblins.mgl,8de81d363e11cecb570a9d18237f7b56b2b659db,
NES,NES,Ghoul School,,,,NES,NES,Ghoul School (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Ghoul School.mgl,_Waian's Picks/_All Games by Console/_NES/Ghoul School.mgl,3774bba926b79382f413ed911e985baea4160de9,
NES,NES,G.I. Joe - The Atlantis Factor,,,,NES,NES,G.I. Joe - The Atlantis Factor (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/G.I. Joe - The Atlantis Factor.mgl,_Waian's Picks/_All Games by Console/_NES/G.I. Joe - The Atlantis Factor.mgl,ab57331556b5c5456c67a24a21da91a6c1decd73,
NES,NES,G.I. Joe,,,,NES,NES,G.I. Joe (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/G.I. Joe.mgl,_Waian's Picks/_All Games by Console/_NES/G.I. Joe.mgl,d64aee0326d862664eeb35a9010cae31217a0c69,
NES,NES,Goal Two,,,,NES,NES,Goal  Two (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Goal Two.mgl,_Waian's Picks/_All Games by Console/_NES/Goal Two.mgl,6f0bd9d02096d7e0b5ecf5ca6b13e2f01c81cdbc,
NES,NES,Godzilla - Monster of Monsters,,,,NES,NES,Godzilla - Monster of Monsters  (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Godzilla - Monster of Monsters.mgl,_Waian's Picks/_All Games by Console/_NES/Godzilla - Monster of Monsters.mgl,9471686d4c29ce460a20fa64406dcb532a1c7e32,
NES,NES,Golgo 13 - Top Secret Episode,,,,NES,NES,Golgo 13 - Top Secret Episode (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Golgo 13 - Top Secret Episode.mgl,_Waian's Picks/_All Games by Console/_NES/Golgo 13 - Top Secret Episode.mgl,8451a90be5a05f82b5fa29c742ebd32b21e36f4f,
