console,console_common_name,game_title,category_1,category_2,multiplayer,core_name,console_dir,game_file,m3u,category_1_mgl,category_2_mgl,multiplayer_mgl,top_console_mgl,console_mgl,hash,download_url
NES,NES,Goonies II The,,,,NES,NES,Goonies II The (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Goonies II The.mgl,_Waian's Picks/_All Games by Console/_NES/Goonies II The.mgl,0a5b8fd5e46f56203f8bf12e888f4f2ea1616aa8,
NES,NES,Gremlins 2 - The New Batch,,,,NES,NES,Gremlins 2 - The New Batch (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Gremlins 2 - The New Batch.mgl,_Waian's Picks/_All Games by Console/_NES/Gremlins 2 - The New Batch.mgl,7b3cc145cfdb80aac8e1a005a3e36c9c16a56ea9,
NES,NES,Guerrilla War,,,,NES,NES,Guerrilla War (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Guerrilla War.mgl,_Waian's Picks/_All Games by Console/_NES/Guerrilla War.mgl,77411a2f3a70fd415b2753710e0580dd2d9602f8,
NES,NES,Gun-Nac,,,,NES,NES,Gun-Nac (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Gun-Nac.mgl,_Waian's Picks/_All Games by Console/_NES/Gun-Nac.mgl,8138ef3e28c0bdc1dbb8215c80d0fffd0c88379d,
NES,NES,Gyruss,,,,NES,NES,Gyruss (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Gyruss.mgl,_Waian's Picks/_All Games by Console/_NES/Gyruss.mgl,704721c0b1209cb2bae8ac1c22f2d3bc3fd53edb,
NES,NES,Heavy Barrel,,,,NES,NES,Heavy Barrel (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Heavy Barrel.mgl,_Waian's Picks/_All Games by Console/_NES/Heavy Barrel.mgl,e2472cf182961f8fbc378ac41ced33e408a54c27,
NES,NES,Hudson s Adventure Island III,,,,NES,NES,Hudson s Adventure Island III (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Hudson s Adventure Island III.mgl,_Waian's Picks/_All Games by Console/_NES/Hudson s Adventure Island III.mgl,9f8d51762125df0c1a6ab6eff41fbf7d0e65d465,
NES,NES,Ice Climber,,,,NES,NES,Ice Climber (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Ice Climber.mgl,_Waian's Picks/_All Games by Console/_NES/Ice Climber.mgl,09d97003bf9d676f24a75cf3e1dced28cda3be59,
NES,NES,Image Fight,,,,NES,NES,Image Fight (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Image Fight.mgl,_Waian's Picks/_All Games by Console/_NES/Image Fight.mgl,508ae922ada0082bb48a265baa7dbb52df04af1d,
NES,NES,International Cricket,,,,NES,NES,International Cricket (E) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/International Cricket.mgl,_Waian's Picks/_All Games by Console/_NES/International Cricket.mgl,d3b09e998ab11568561a0f686045ff50eb871767,
NES,NES,Ivan Ironman Stewart s Super Off-Road,,,,NES,NES,Ivan Ironman Stewart s Super Off-Road (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Ivan Ironman Stewart s Super Off-Road.mgl,_Waian's Picks/_All Games by Console/_NES/Ivan Ironman Stewart s Super Off-Road.mgl,57919b685b55ee3ed3ad98fb1d25626b98be7d39,
NES,NES,Jackie Chan s Action Kung Fu,,,,NES,NES,Jackie Chan s Action Kung Fu (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Jackie Chan s Action Kung Fu.mgl,_Waian's Picks/_All Games by Console/_NES/Jackie Chan s Action Kung Fu.mgl,48308ad01ed49b928e38ee7de18feb9f917a6c1e,
NES,NES,Joe & Mac - Caveman Ninja,,,,NES,NES,Joe & Mac - Caveman Ninja (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Joe & Mac - Caveman Ninja.mgl,_Waian's Picks/_All Games by Console/_NES/Joe & Mac - Caveman Ninja.mgl,36bafdf6f8d531fecb3553c1923eeafac4a05c28,
NES,NES,Journey to Silius,,,,NES,NES,Journey to Silius (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Journey to Silius.mgl,_Waian's Picks/_All Games by Console/_NES/Journey to Silius.mgl,275244538589393b552b159ab1d380090c8e8996,
NES,NES,Kabuki - Quantum Fighter,,,,NES,NES,Kabuki - Quantum Fighter (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Kabuki - Quantum Fighter.mgl,_Waian's Picks/_All Games by Console/_NES/Kabuki - Quantum Fighter.mgl,7b07791f9aea7170a43f54390b45f2904f78ff0f,
NES,NES,Kick Master,,,,NES,NES,Kick Master (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Kick Master.mgl,_Waian's Picks/_All Games by Console/_NES/Kick Master.mgl,8675bd893b287dd686642a3f609fa4f42c6d02ba,
NES,NES,"Krion Conquest, The",,,,NES,NES,"Krion Conquest, The (USA).nes",,,,,"_Waian's Picks/_Top Games by Console/_NES/Krion Conquest, The.mgl","_Waian's Picks/_All Games by Console/_NES/Krion Conquest, The.mgl",9d1969cbbdfadd5ff99052fb786b0e4e1056437c,
NES,NES,Kung-Fu Heroes,,,,NES,NES,Kung-Fu Heroes (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Kung-Fu Heroes.mgl,_Waian's Picks/_All Games by Console/_NES/Kung-Fu Heroes.mgl,c1500248a260d6084dff86b232f1231c62913af5,
NES,NES,Legacy of the Wizard,,,,NES,NES,Legacy of the Wizard (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Legacy of the Wizard.mgl,_Waian's Picks/_All Games by Console/_NES/Legacy of the Wizard.mgl,512a6a3dd1cc822f468003ac2c21f3e082432232,
NES,NES,L Empereur,,,,NES,NES,L Empereur (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/L Empereur.mgl,_Waian's Picks/_All Games by Console/_NES/L Empereur.mgl,fcc6563fc2c9c3cb898519c463fa432881ca830b,
NES,NES,Life Force,,,,NES,NES,Life Force (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Life Force.mgl,_Waian's Picks/_All Games by Console/_NES/Life Force.mgl,56167c8fb79645b830934aba5f916d44bb36cad6,
NES,NES,Little Samson,,,,NES,NES,Little Samson (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Little Samson.mgl,_Waian's Picks/_All Games by Console/_NES/Little Samson.mgl,df7cc70bf08e144fe4a1a29f529309a6cea75a2e,
NES,NES,Lode Runner,,,,NES,NES,Lode Runner (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Lode Runner.mgl,_Waian's Picks/_All Games by Console/_NES/Lode Runner.mgl,ea09aec11efc4b42ebc644ea243c2284001fe34f,
NES,NES,Lone Ranger The,,,,NES,NES,Lone Ranger The (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Lone Ranger The.mgl,_Waian's Picks/_All Games by Console/_NES/Lone Ranger The.mgl,6b6dbfb4538ab3fca7d1bb4d89c6ca4cb32aedf9,
NES,NES,Mafat Conspiracy - Golgo 13,,,,NES,NES,Mafat Conspiracy - Golgo 13 (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Mafat Conspiracy - Golgo 13.mgl,_Waian's Picks/_All Games by Console/_NES/Mafat Conspiracy - Golgo 13.mgl,5a8f0a99dc1dab26909bd08b949d849c108c25e8,
NES,NES,Magic of Scheherazade The,,,,NES,NES,Magic of Scheherazade The (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Magic of Scheherazade The.mgl,_Waian's Picks/_All Games by Console/_NES/Magic of Scheherazade The.mgl,b7360934fe87cdbc53b7d1a1be253e7639010c65,
NES,NES,Maniac Mansion,,,,NES,NES,Maniac Mansion (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Maniac Mansion.mgl,_Waian's Picks/_All Games by Console/_NES/Maniac Mansion.mgl,7317d1f1096b57f6ab8f3001bcdd35665c291b1a,
NES,NES,Mario Bros.,,,,NES,NES,Mario Bros. (E) [!].nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Mario Bros.mgl,_Waian's Picks/_All Games by Console/_NES/Mario Bros.mgl,1bf3152946f6b697dd80aa9ba5b16bddab8ac0c2,
NES,NES,Megaman,,,,NES,NES,Megaman (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Megaman.mgl,_Waian's Picks/_All Games by Console/_NES/Megaman.mgl,2f88381557339a14c20428455f6991c1eb902c99,
NES,NES,Mendel Palace,,,,NES,NES,Mendel Palace (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Mendel Palace.mgl,_Waian's Picks/_All Games by Console/_NES/Mendel Palace.mgl,646fc2337bdb2fca8857abaf6a41ec44f39bb83b,
NES,NES,Metal Gear,,,,NES,NES,Metal Gear (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Metal Gear.mgl,_Waian's Picks/_All Games by Console/_NES/Metal Gear.mgl,9aaa7c001465311ae79d84644aa5fce1f9766860,
NES,NES,Metal Storm,,,,NES,NES,Metal Storm (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Metal Storm.mgl,_Waian's Picks/_All Games by Console/_NES/Metal Storm.mgl,f569f70dbbee96a348e053a958120f64f05b7d04,
NES,NES,Mighty Final Fight,,,,NES,NES,Mighty Final Fight (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Mighty Final Fight.mgl,_Waian's Picks/_All Games by Console/_NES/Mighty Final Fight.mgl,1bb410bc457694fe3109791b6be8f75bf157b8c8,
NES,NES,Monster In My Pocket,,,,NES,NES,Monster In My Pocket (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Monster In My Pocket.mgl,_Waian's Picks/_All Games by Console/_NES/Monster In My Pocket.mgl,b3aec4e889c480402dac7265855a698101376e14,
NES,NES,Monster Party,,,,NES,NES,Monster Party (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Monster Party.mgl,_Waian's Picks/_All Games by Console/_NES/Monster Party.mgl,2bc8244cab439ac20baa4724e8a92748d4e430e1,
NES,NES,Mr. Gimmick,,,,NES,NES,Mr. Gimmick (E) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Mr. Gimmick.mgl,_Waian's Picks/_All Games by Console/_NES/Mr. Gimmick.mgl,7371801fd9dd3888cfea99faa0920aa9863998df,
NES,NES,M.U.L.E.,,,,NES,NES,M.U.L.E. (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/M.U.L.E.mgl,_Waian's Picks/_All Games by Console/_NES/M.U.L.E.mgl,4b297bb82cd8d7793459dc20536cc3457bd92011,
NES,NES,M.U.S.C.L.E.,,,,NES,NES,M.U.S.C.L.E. (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/M.U.S.C.L.E.mgl,_Waian's Picks/_All Games by Console/_NES/M.U.S.C.L.E.mgl,5de10c55a0212778574b786b8d42e06196832bc4,
NES,NES,NES Open Tournament Golf,,,,NES,NES,NES Open Tournament Golf (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/NES Open Tournament Golf.mgl,_Waian's Picks/_All Games by Console/_NES/NES Open Tournament Golf.mgl,a3b727119870e6bba4c8889ef12e9703021ea9c2,
NES,NES,New Ghostbusters II,,,,NES,NES,New Ghostbusters II (E) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/New Ghostbusters II.mgl,_Waian's Picks/_All Games by Console/_NES/New Ghostbusters II.mgl,1e1cca1663aca0dd0d3372e842eaac8fcd245802,
NES,NES,Nightshade,,,,NES,NES,Nightshade (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Nightshade.mgl,_Waian's Picks/_All Games by Console/_NES/Nightshade.mgl,75db8d9678dccb0f1341df03d9c35a80d567558f,
NES,NES,Nintendo World Championships 1990,,,,NES,NES,Nintendo World Championships 1990 (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Nintendo World Championships 1990.mgl,_Waian's Picks/_All Games by Console/_NES/Nintendo World Championships 1990.mgl,2455d5c482e0092383367c775f0abb4424fe9ac6,
NES,NES,Nintendo World Cup,,,,NES,NES,Nintendo World Cup (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Nintendo World Cup.mgl,_Waian's Picks/_All Games by Console/_NES/Nintendo World Cup.mgl,75a2abb0d34be656ee98a9417f85a90ea4a2cbf8,
NES,NES,Nobunaga s Ambition 2,,,,NES,NES,Nobunaga s Ambition 2 (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Nobunaga s Ambition 2.mgl,_Waian's Picks/_All Games by Console/_NES/Nobunaga s Ambition 2.mgl,64e8b1fd699948b1049a90d5a36cef5dff32fe36,
NES,NES,North & South,,,,NES,NES,North & South (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/North & South.mgl,_Waian's Picks/_All Games by Console/_NES/North & South.mgl,2a7f6052219e8ed69f307b8eb3d724fdded74ae1,
NES,NES,Over Horizon,,,,NES,NES,Over Horizon (E) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Over Horizon.mgl,_Waian's Picks/_All Games by Console/_NES/Over Horizon.mgl,1e68ac56f847b3520ff8959f2073eb2140c32a75,
NES,NES,Palamedes,,,,NES,NES,Palamedes (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Palamedes.mgl,_Waian's Picks/_All Games by Console/_NES/Palamedes.mgl,b0279f1ea509bf57fe641d33e071330d0794075f,
NES,NES,Panic Restaurant,,,,NES,NES,Panic Restaurant (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Panic Restaurant.mgl,_Waian's Picks/_All Games by Console/_NES/Panic Restaurant.mgl,e6ad766b7f42113325deb96917ccd81da92eefa7,
NES,NES,Parasol Stars - The Story of Bubble Bobble 3,,,,NES,NES,Parasol Stars - The Story of Bubble Bobble 3 (E) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Parasol Stars - The Story of Bubble Bobble 3.mgl,_Waian's Picks/_All Games by Console/_NES/Parasol Stars - The Story of Bubble Bobble 3.mgl,538a3a203cdcba25a3e5f2b34cfc9493cf1bc7f5,
NES,NES,Pinball Quest,,,,NES,NES,Pinball Quest (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Pinball Quest.mgl,_Waian's Picks/_All Games by Console/_NES/Pinball Quest.mgl,1c99ddd0a0addf875dadffcf899ff4d8c5be953e,
NES,NES,Power Blade 2,,,,NES,NES,Power Blade 2 (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Power Blade 2.mgl,_Waian's Picks/_All Games by Console/_NES/Power Blade 2.mgl,cbd35c583d99d2181f0e482666adff3fb8456d74,
NES,NES,Power Blade,,,,NES,NES,Power Blade (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Power Blade.mgl,_Waian's Picks/_All Games by Console/_NES/Power Blade.mgl,5d2ab4af581d6b81b9a97a505798ae3b2f494d8a,
NES,NES,Power Punch 2,,,,NES,NES,Power Punch 2 (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Power Punch 2.mgl,_Waian's Picks/_All Games by Console/_NES/Power Punch 2.mgl,5950803a3d337c59bab75f775fdbf406e5fd7d69,
NES,NES,P.O.W. - Prisoners of War,,,,NES,NES,P.O.W. - Prisoners of War (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/P.O.W. - Prisoners of War.mgl,_Waian's Picks/_All Games by Console/_NES/P.O.W. - Prisoners of War.mgl,a942f478ac91b4288d7682e7fe15c3d60b82bff3,
NES,NES,Princess Tomato in Salad Kingdom,,,,NES,NES,Princess Tomato in Salad Kingdom (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Princess Tomato in Salad Kingdom.mgl,_Waian's Picks/_All Games by Console/_NES/Princess Tomato in Salad Kingdom.mgl,633edffb7084b86b0de65ab24c87084bd8a11acb,
NES,NES,Punch-Out,,,,NES,NES,Punch-Out   (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Punch-Out.mgl,_Waian's Picks/_All Games by Console/_NES/Punch-Out.mgl,025faf9059c06d6706409b66fb0cb2ee17deb548,
NES,NES,Racket Attack,,,,NES,NES,Racket Attack (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Racket Attack.mgl,_Waian's Picks/_All Games by Console/_NES/Racket Attack.mgl,a246a944e8b0fa0cdbe3116843cf4ff12bc1964c,
NES,NES,Rad Racer 2,,,,NES,NES,Rad Racer 2 (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Rad Racer 2.mgl,_Waian's Picks/_All Games by Console/_NES/Rad Racer 2.mgl,143014be43df5126249648d62e2193550fec03a8,
NES,NES,Raid on Bungeling Bay,,,,NES,NES,Raid on Bungeling Bay (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Raid on Bungeling Bay.mgl,_Waian's Picks/_All Games by Console/_NES/Raid on Bungeling Bay.mgl,31c0f267ff8246db4c206c460ca6c99cd3390f8d,
NES,NES,Rainbow Islands - The Story of Bubble Bobble 2,,,,NES,NES,Rainbow Islands - The Story of Bubble Bobble 2 (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Rainbow Islands - The Story of Bubble Bobble 2.mgl,_Waian's Picks/_All Games by Console/_NES/Rainbow Islands - The Story of Bubble Bobble 2.mgl,ffd2213439aa3818e88215fac318b15616f9e894,
NES,NES,R.C. Pro-Am,,,,NES,NES,R.C. Pro-Am (USA) (Rev 1).nes,,,,,_Waian's Picks/_Top Games by Console/_NES/R.C. Pro-Am.mgl,_Waian's Picks/_All Games by Console/_NES/R.C. Pro-Am.mgl,8dd67e8048d71de7d680d23e63a7b5b105281bbc,
NES,NES,Renegade,,,,NES,NES,Renegade (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Renegade.mgl,_Waian's Picks/_All Games by Console/_NES/Renegade.mgl,bce48217b901a2bbd81fb89586661da6a442a179,
NES,NES,Ring King,,,,NES,NES,Ring King (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Ring King.mgl,_Waian's Picks/_All Games by Console/_NES/Ring King.mgl,0d38ea51ac34a21caf2103650cb5cc07ea979bf3,
NES,NES,Rockin Kats,,,,NES,NES,Rockin  Kats (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Rockin Kats.mgl,_Waian's Picks/_All Games by Console/_NES/Rockin Kats.mgl,56a494cdf35d11b515d3bd3630396ce97add66e1,
NES,NES,Rod Land,,,,NES,NES,Rod Land (E) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Rod Land.mgl,_Waian's Picks/_All Games by Console/_NES/Rod Land.mgl,34e755c33ef9be6ac5d2270f4d48c5a49f2365b4,
NES,NES,Roundball - 2-on-2 Challenge,,,,NES,NES,Roundball - 2-on-2 Challenge (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Roundball - 2-on-2 Challenge.mgl,_Waian's Picks/_All Games by Console/_NES/Roundball - 2-on-2 Challenge.mgl,dd7424b984ee74407cbef3dddbb9f2597bc49560,
NES,NES,Shadowgate,,,,NES,NES,Shadowgate (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Shadowgate.mgl,_Waian's Picks/_All Games by Console/_NES/Shadowgate.mgl,1af2c83b4724efbfac7fca00fab7f7a8e100caca,
NES,NES,Shadow of the Ninja,,,,NES,NES,Shadow of the Ninja (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Shadow of the Ninja.mgl,_Waian's Picks/_All Games by Console/_NES/Shadow of the Ninja.mgl,c35ea6624d37d57953e4c06197be5c54931a7139,
NES,NES,Shingen The Ruler,,,,NES,NES,Shingen The Ruler (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Shingen The Ruler.mgl,_Waian's Picks/_All Games by Console/_NES/Shingen The Ruler.mgl,7e92a73f1817f9658c9ca02faa13efedb1e8c899,
NES,NES,Silkworm,,,,NES,NES,Silkworm (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Silkworm.mgl,_Waian's Picks/_All Games by Console/_NES/Silkworm.mgl,c414de74911cdd8fe22e5e4fbe37cccad7dad614,
NES,NES,Skate or Die,,,,NES,NES,Skate or Die  (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Skate or Die.mgl,_Waian's Picks/_All Games by Console/_NES/Skate or Die.mgl,91de9da2f274e18e04969bba27a14ad22c5981eb,
NES,NES,Sky Kid,,,,NES,NES,Sky Kid (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Sky Kid.mgl,_Waian's Picks/_All Games by Console/_NES/Sky Kid.mgl,2b19a755dbdf96c5857a5b772137785b906480b3,
NES,NES,Snake Rattle N Roll,,,,NES,NES,Snake Rattle N Roll (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Snake Rattle N Roll.mgl,_Waian's Picks/_All Games by Console/_NES/Snake Rattle N Roll.mgl,3a95fa7bab8aa16e43a5652158abec2b74b277b4,
NES,NES,Snow Brothers,,,,NES,NES,Snow Brothers (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Snow Brothers.mgl,_Waian's Picks/_All Games by Console/_NES/Snow Brothers.mgl,352b295953f5dc817f9a1daf4f5a6d781971cab8,
NES,NES,Solar Jetman - Hunt for the Golden Warpship,,,,NES,NES,Solar Jetman - Hunt for the Golden Warpship (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Solar Jetman - Hunt for the Golden Warpship.mgl,_Waian's Picks/_All Games by Console/_NES/Solar Jetman - Hunt for the Golden Warpship.mgl,872b91a2f7a2f635061ef43f79e7f7e9f59f5c50,
NES,NES,Solstice - The Quest for the Staff of Demnos,,,,NES,NES,Solstice - The Quest for the Staff of Demnos (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Solstice - The Quest for the Staff of Demnos.mgl,_Waian's Picks/_All Games by Console/_NES/Solstice - The Quest for the Staff of Demnos.mgl,992da7fac9248204cddcdf2e37412007359603ba,
NES,NES,Spelunker,,,,NES,NES,Spelunker (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Spelunker.mgl,_Waian's Picks/_All Games by Console/_NES/Spelunker.mgl,c439e6e49cf97521475007ceec9369e618e298df,
NES,NES,Spot,,,,NES,NES,Spot (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Spot.mgl,_Waian's Picks/_All Games by Console/_NES/Spot.mgl,86fb26e8415df93f0ad38934d81f2f1aa51e635d,
NES,NES,Spy Vs Spy,,,,NES,NES,Spy Vs Spy (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Spy Vs Spy.mgl,_Waian's Picks/_All Games by Console/_NES/Spy Vs Spy.mgl,c78094d25f091c053272867444e88e80841c85eb,
NES,NES,Star Soldier,,,,NES,NES,Star Soldier (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Star Soldier.mgl,_Waian's Picks/_All Games by Console/_NES/Star Soldier.mgl,b8450ce305c57a2159d4bb426afd3fd268627bc7,
NES,NES,Stinger,,,,NES,NES,Stinger (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Stinger.mgl,_Waian's Picks/_All Games by Console/_NES/Stinger.mgl,70d8088dce879710ee2c685cb7f5bc98edd5e5da,
NES,NES,Street Fighter 2010 - The Final Fight,,,,NES,NES,Street Fighter 2010 - The Final Fight (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Street Fighter 2010 - The Final Fight.mgl,_Waian's Picks/_All Games by Console/_NES/Street Fighter 2010 - The Final Fight.mgl,92f1dc8fc7c9420cf26d063611fa7d9067197740,
NES,NES,Summer Carnival 92 - Recca,,,,NES,NES,Summer Carnival  92 - Recca (U).nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Summer Carnival 92 - Recca.mgl,_Waian's Picks/_All Games by Console/_NES/Summer Carnival 92 - Recca.mgl,8869282c3547507421cf4a31b8f8f4371e8c4916,
NES,NES,Super Mario Bros. Duck Hunt,,,,NES,NES,Super Mario Bros.   Duck Hunt (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Super Mario Bros. Duck Hunt.mgl,_Waian's Picks/_All Games by Console/_NES/Super Mario Bros. Duck Hunt.mgl,663ddef71cc808c5382a3426ef6d03b5499a51c8,
NES,NES,Super Spike V Ball,,,,NES,NES,Super Spike V Ball (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Super Spike V Ball.mgl,_Waian's Picks/_All Games by Console/_NES/Super Spike V Ball.mgl,5187384bd5694e38e96f2695e251b08717c63f81,
NES,NES,Swords and Serpents,,,,NES,NES,Swords and Serpents (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Swords and Serpents.mgl,_Waian's Picks/_All Games by Console/_NES/Swords and Serpents.mgl,cd7c6fe5a198412cb1b9762778c28ddb63c1ef3b,
NES,NES,Tecmo Cup - Soccer Game,,,,NES,NES,Tecmo Cup - Soccer Game (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Tecmo Cup - Soccer Game.mgl,_Waian's Picks/_All Games by Console/_NES/Tecmo Cup - Soccer Game.mgl,53b4881ac0f850ee012d341cfb20da72bc7944cc,
NES,NES,Tecmo World Wrestling,,,,NES,NES,Tecmo World Wrestling (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Tecmo World Wrestling.mgl,_Waian's Picks/_All Games by Console/_NES/Tecmo World Wrestling.mgl,d42f8fcc9f6e15b4fa67f34430b15c54e14a77bb,
NES,NES,Teenage Mutant Ninja Turtles,,,,NES,NES,Teenage Mutant Ninja Turtles (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Teenage Mutant Ninja Turtles.mgl,_Waian's Picks/_All Games by Console/_NES/Teenage Mutant Ninja Turtles.mgl,89adf2d9e453fc7fc491f968495c80c0c4a568d5,
NES,NES,Terra Cresta,,,,NES,NES,Terra Cresta (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Terra Cresta.mgl,_Waian's Picks/_All Games by Console/_NES/Terra Cresta.mgl,2c6f2d960dbefdfaead76fae795526a6c12cd1d1,
NES,NES,Tiger-Heli,,,,NES,NES,Tiger-Heli (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Tiger-Heli.mgl,_Waian's Picks/_All Games by Console/_NES/Tiger-Heli.mgl,e0bc183e7823ae96a60c1ef682fa9f238bad9f10,
NES,NES,Toki,,,,NES,NES,Toki (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Toki.mgl,_Waian's Picks/_All Games by Console/_NES/Toki.mgl,aaca3416696b8bfe96fdd53f7c652aef5e10b211,
NES,NES,Track & Field,,,,NES,NES,Track & Field (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Track & Field.mgl,_Waian's Picks/_All Games by Console/_NES/Track & Field.mgl,df8425d96b3ac613eec604d66b32e91b001488d0,
NES,NES,U-four-ia - The Saga,,,,NES,NES,U-four-ia - The Saga (E) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/U-four-ia - The Saga.mgl,_Waian's Picks/_All Games by Console/_NES/U-four-ia - The Saga.mgl,ad6f93b83bcc0454f0dcdd68b364ae3001e76c15,
NES,NES,Ultima - Exodus,,,,NES,NES,Ultima - Exodus (U) .nes,,,,,_Waian's Picks/_Top Games by Console/_NES/Ultima - Exodus.mgl,_Waian's Picks/_All Games by Console/_NES/Ultima - Exodus.mgl,5cca5711144626a28f9bc2b4445e1c334fcea770,
